"","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"1556",6.9,0.24,0.49,1.3,0.032,35,148,0.9932,3.45,0.57,10.7,7
"4390",6.3,0.28,0.22,9.5,0.04,30,111,0.99338,3.05,0.31,10.8,4
"1595",7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,6
"2461",6.6,0.33,0.24,16.05,0.045,31,147,0.99822,3.08,0.52,9.2,5
"807",6.4,0.31,0.26,13.2,0.046,57,205,0.9975,3.17,0.41,9.6,5
"2950",6,0.28,0.52,5,0.078,30,139,0.99494,3.1,0.36,9,6
"2067",7.7,0.28,0.29,4.3,0.051,25,142,0.9939,3.16,0.39,10.2,5
"2650",7.15,0.17,0.24,9.6,0.119,56,178,0.99578,3.15,0.44,10.2,6
"4103",6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,5
"3862",6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6
"4269",5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,6
"282",6.1,0.31,0.58,5,0.039,36,114,0.9909,3.3,0.6,12.3,8
"1713",7.9,0.18,0.37,3,0.061,25,178,0.995,3.22,0.51,10,6
"3861",7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5
"2821",6.7,0.325,0.82,1.2,0.152,49,120,0.99312,2.99,0.38,9.2,5
"833",7.3,0.3,0.34,2.7,0.044,34,108,0.99105,3.36,0.53,12.8,8
"2982",8.5,0.23,0.28,11.1,0.033,30,97,0.99507,3.03,0.39,10.5,7
"3934",8.7,0.31,0.21,5.6,0.039,28,67,0.99328,2.96,0.52,11,4
"4022",7,0.23,0.42,1.1,0.062,35,100,0.99318,3.04,0.4,9.2,5
"3696",6.4,0.15,0.4,1.3,0.053,61,146,0.99112,3.17,0.68,11,6
"4592",7,0.33,0.78,9.9,0.042,21,251,0.99435,3.01,0.55,11,6
"3508",7.1,0.36,0.28,2.4,0.036,35,115,0.98936,3.19,0.44,13.5,7
"3958",7.7,0.31,0.36,4.3,0.026,15,87,0.99152,3.11,0.48,12,5
"3720",6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5,5
"986",6,0.41,0.21,1.9,0.05,29,122,0.9928,3.42,0.52,10.5,6
"4218",6.1,0.38,0.14,3.9,0.06,27,113,0.99344,3.07,0.34,9.2,4
"1219",7.2,0.26,0.44,7.1,0.027,25,126,0.993,3.02,0.34,11.1,8
"3527",8.9,0.27,0.28,0.8,0.024,29,128,0.98984,3.01,0.35,12.4,6
"3208",6.8,0.21,0.42,1.2,0.045,24,126,0.99234,3.09,0.87,10.9,6
"3487",6.9,0.28,0.33,1.2,0.039,16,98,0.9904,3.07,0.39,11.7,6
"2466",7.5,0.28,0.78,12.1,0.041,53,161,0.99838,2.98,0.44,8.7,5
"3490",6.7,0.28,0.31,7.4,0.041,7,81,0.99254,3.04,0.47,11.4,8
"1797",7.1,0.37,0.32,1.4,0.037,27,126,0.9918,3.19,0.62,12,5
"713",8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3,6
"1720",5.8,0.23,0.27,1.8,0.043,24,69,0.9933,3.38,0.31,9.4,6
"1841",6.9,0.18,0.33,1,0.054,24,164,0.9926,3.42,0.51,10.5,5
"3537",7.2,0.24,0.28,1.9,0.032,30,92,0.9914,3.1,0.39,10.9,6
"2471",7.6,0.25,0.34,1.3,0.056,34,176,0.99434,3.1,0.51,9.5,5
"2467",7.5,0.27,0.79,11.95,0.04,51,159,0.99839,2.98,0.44,8.7,5
"95",7.5,0.17,0.32,1.7,0.04,51,148,0.9916,3.21,0.44,11.5,7
"2229",7.1,0.2,0.36,11.6,0.042,45,124,0.997,2.92,0.59,9.5,7
"4094",6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6
"2739",6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,5
"35",5.8,0.27,0.2,14.95,0.044,22,179,0.9962,3.37,0.37,10.2,5
"1824",7.3,0.19,0.24,6.3,0.054,34,231,0.9964,3.36,0.54,10,6
"2723",7.6,0.4,0.27,5.2,0.03,32,101,0.99172,3.22,0.62,12.3,7
"2230",6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5,6
"2286",7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5
"4525",6.6,0.16,0.25,9.8,0.049,59.5,137,0.995,3.16,0.38,10,6
"2208",6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3,7
"2051",11.8,0.23,0.38,11.1,0.034,15,123,0.9997,2.93,0.55,9.7,3
"2218",8.1,0.25,0.38,3.8,0.051,18,129,0.9928,3.21,0.38,11.5,6
"409",6.3,0.14,0.39,1.2,0.044,26,116,0.992,3.26,0.53,10.3,6
"2027",6.4,0.26,0.4,1.7,0.179,5,60,0.9925,3.09,0.54,10.1,5
"4417",5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,5
"3056",6.3,0.25,0.44,1.7,0.024,36,116,0.98935,3.18,0.4,12.5,6
"564",7.4,0.3,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4,7
"4715",6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,7
"4180",6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,5
"1313",9.6,0.25,0.54,1.3,0.04,16,160,0.9938,2.94,0.43,10.5,5
"2627",8,0.24,0.26,1.7,0.033,36,136,0.99316,3.44,0.51,10.4,7
"1553",7.3,0.21,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6,7
"1326",7.7,0.32,0.48,2.3,0.04,28,114,0.9911,3.2,0.52,12.8,7
"259",6.4,0.23,0.39,1.8,0.032,23,118,0.9912,3.32,0.5,11.8,6
"1063",6.7,0.26,0.26,4,0.079,35.5,216,0.9956,3.31,0.68,9.5,5
"2382",7,0.23,0.42,5.1,0.042,37,144,0.99518,3.5,0.59,10.2,6
"206",6.4,0.21,0.5,11.6,0.042,45,153,0.9972,3.15,0.43,8.8,5
"3560",7.5,0.34,0.24,3.85,0.031,5,34,0.99098,3.01,0.36,11.8,4
"4185",6.4,0.33,0.28,4,0.04,24,81,0.9903,3.26,0.64,12.6,7
"729",6.4,0.16,0.31,5.3,0.043,42,157,0.99455,3.35,0.47,10.5,5
"1907",6,0.28,0.35,1.9,0.037,16,120,0.9933,3.16,0.69,10.6,5
"4465",6.6,0.26,0.56,15.4,0.053,32,141,0.9981,3.11,0.49,9.3,5
"3428",5.8,0.24,0.26,10.05,0.039,63,162,0.99375,3.33,0.5,11.2,6
"1612",8.2,0.26,0.49,5.2,0.04,19,100,0.9941,3.12,0.34,10.1,6
"214",6.7,0.13,0.29,5.3,0.051,31,122,0.9944,3.44,0.37,9.7,6
